"","sampleid2","ID","KMP.ID","Birthday","Month","Treatment","Sex","Rank","Cohort","Age.Days","Age.Months","Group","Litter","Mother","days.RX","Capture.Birth","Preg.stage","Littercode","Preg.end","Outcome","Litter.Size","Sex.Ratio","Capture.Date","Average.Weight.5.days","Group.size","Total.monthly.Rainfall","Average.monthly.AirTempMin","Average.monthly..AirTempMax","Cap.time","Bleed.St","Bleed.end","Cap.Bleed","Blood.Sample.no","E.pg.ml","A4.ng.ml","T.ng.ml","S.ng.ml","IGF.1.ng.ml","Morpometric.observor","HF.1","HF.2","HF.3","HINDFOOT.avrg","HF.w.o.C.1","HF.w.o.C.2","HF.w.o.C.3","HINDFOOT.w.o.CLAW.avrg","FA.1","FA.2","FA.3","FOREARM.avrg","W.1","W.2","W.3","WRIST.avrg","W.w.o.C.1","W.w.o.C.2","W.w.o.C.3","WRIST.w.o.CLAW.avrg","SW.1","SW.2","SW.3","SKULL.WIDTH.avrg","SL.1","SL.2","SL.3","SKULL.LENGTH.avrg","AGD1","AGD2","AGD3","AGD.AVRG","AGD.observor","BODY.LENGTH..CM.","MORPHS","X2D4D","Extraction.no.","date","ConditionResiduals","ConditionResiduals_scaled","Total.monthly.Rainfall_scaled"
"200",283,283,"VKUF077","6-Jan-14","6-Apr-14","C","F","S",3,91,3,"KUNGFU","VKU1402","VKUF069",NA,NA,NA,NA,NA,NA,NA,NA,"7-Apr-14",327.5714286,4.9,95.800108,13.12245759,30.42820813,"7:51:00","7:58:00","7:58:00",7,"4162",81.329,0.592,0.022,NA,178.54,"CHA/DEBS",62.59,62.56,62.49,62.54666667,58.16,58.29,57.9,58.11666667,46.82,46.79,46.41,46.67333333,47.29,"47.18",47.17,47.21333333,37.51,37.89,37.77,37.72333333,33.42,34.49,33.41,33.44,61.79,61.83,"61.69",61.77,5.57,5.45,5.89,5.636666667,"DEBS",NA,"YES",NA,NA,2014-04-06,-81.7583130794787,-0.58031227278089,1.24915700291222
"201",284,284,"VLM210","8-Jan-14","8-Apr-14","S","M","S",3,90,3,"LAZULI","VL1401","VLF194",NA,NA,NA,NA,NA,NA,NA,NA,"8-Apr-14",359,7,95.800108,12.96625509,30.13841094,"8:36:00","8:43:00","8:51:00",7,"4164",187.406,0.106,0.128,NA,226.04,"CHA",61.92,61.89,61.71,61.84,56.95,56.87,57.16,56.99333333,47.98,47.82,47.92,47.90666667,50.85,"51.13",51.06,51.01333333,39.85,39.87,39.8,39.84,34.55,35.5,34.56,34.53666667,68.2,67.79,"67.88",67.96,7.47,7.11,7.17,7.25,"CHA",NA,"YES",NA,NA,2014-04-08,-51.0859927227141,-0.358305141163103,1.24915700291222
"202",285,285,"VLM211","8-Jan-14","8-Apr-14","S","M","S",3,90,3,"LAZULI","VL1401","VLF194",NA,NA,NA,NA,NA,NA,NA,NA,"8-Apr-14",346.8333333,7,95.800108,12.96625509,30.13841094,"9:07:00","9:16:00","9:16:00",9,"4163",102.582,0.105,0.08,NA,283.1,"DEBS",62.82,62.8,62.75,62.79,58.09,58.55,58,58.21333333,48.36,48.94,49.89,49.06333333,52.25,"52.05",52.03,52.11,40.12,39.63,40.84,40.19666667,37.79,39.01,37.4,37.73333333,70.38,70.57,"70.39",70.45,5.77,7.31,6.76,6.613333333,"DEBS",NA,"YES",NA,NA,2014-04-08,-75.4392483889498,-0.534574701898283,1.24915700291222
"203",286,286,"VEKF026","24-Jan-14","24-Apr-14","F","F","S",3,88,3,"EWOKS","VEK1401","VKUF005",17,NA,NA,NA,NA,NA,NA,NA,"22-Apr-14",284.5,12,2,10.46820959,29.01895156,"7:40:00","7:56:00","7:57:00",16,"4294",NA,0.246,NA,NA,215.58,"DEBS",57.33,57.91,58.08,57.77333333,54.46,54.25,54.14,54.28333333,47.36,46.61,46.93,46.96666667,46.9,"47.21",47.14,47.08333333,38.24,37.8,37.79,37.94333333,34.44,34.63,34.52,34.19666667,64.71,64.47,"64.53",64.57,3.84,3.79,3.07,3.566666667,"DEBS",NA,"YES",NA,NA,2014-04-24,-67.7685625874857,-0.479054058773911,-0.319852568457609
"204",287,287,"VEKM024","24-Jan-14","24-Apr-14","F","M","S",3,88,3,"EWOKS","VEK1401","VKUF005",17,NA,NA,NA,NA,NA,NA,NA,"22-Apr-14",313.75,12,2,10.26440734,28.69800906,"7:52:00","8:01:00","8:07:00",9,"4296",127.884,0.296,0.059,NA,216.68,"CHA",61.72,61.7,61.82,61.74666667,56.53,56.86,56.8,56.73,46.86,46.79,46.83,46.82666667,46.5,"46.31",46.2,46.33666667,37.7,37.69,37.59,37.66,NA,NA,NA,33.59,NA,NA,NA,62.82,10.84,11.14,10.53,10.83666667,"CHA",NA,"YES",NA,NA,2014-04-24,-95.1387138494931,-0.677159996079796,-0.319852568457609
"205",288,288,"VEKF025","24-Jan-14","24-Apr-14","F","F","S",3,89,3,"EWOKS","VEK1401","VKUF005",17,NA,NA,NA,NA,NA,NA,NA,"23-Apr-14",333,12,2,10.26440734,28.69800906,"8:29:00","8:41:00","8:43:00",12,"4295",91.312,0.536,0.106,NA,130.66,"DEBS",59.57,60.16,60.34,60.02333333,55.76,55.9,55.88,55.84666667,44.57,45.99,47.19,45.91666667,47.24,"47.56",47.46,47.42,38.31,38.15,38.16,38.20666667,36.11,37.54,36.54,36.39666667,66.5,66.32,"66.63",66.48,5.45,5.33,5.53,5.436666667,"DEBS",NA,"YES",NA,NA,2014-04-24,-46.1654172196795,-0.322689875000282,-0.319852568457609
"206",289,289,"VMYF005","29-Oct-13","27-Apr-14","S","F","S",3,181,6,"MAYANS","VMY1206","VAZF052",NA,NA,NA,NA,NA,NA,NA,NA,"28-Apr-14",486.8333333,12.4,0.4,8.158417331,28.57423969,"8:03:00","8:14:00","8:15:00",11,"4297",332.574,4.186,8.127,NA,120.46,"DEBS",66.87,67.2,67.1,67.05666667,61.5,61.53,61.66,61.56333333,59.14,59.38,59.8,59.44,55.93,"56.45",56.23,56.20333333,43.74,43.85,44.1,43.89666667,38.79,39.91,39.69,39.13,77.02,75.27,"75.53",75.94,6,5.46,5.37,5.61,"DEBS",NA,"YES",1.057317199,NA,2014-04-27,23.5903407799905,0.182204295613579,-0.346616027132856
"207",293,293,"VGBF010","2-Apr-14","2-May-14","S","F","S",3,29,1,"FREAKIN' AWESOME","VGB1404","VKUF061",NA,NA,NA,NA,NA,NA,NA,NA,"1-May-14",150,17.7,0.4,7.482764675,28.50732281,"8:58:00","9:08:00",NA,10,"4361",NA,0.84,NA,NA,NA,"DEBS",NA,NA,NA,43.67,NA,NA,NA,40.95,NA,NA,NA,35.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,NA,NA,NA,51.76,NA,NA,NA,3.85,"DEBS",NA,"YES",NA,NA,2014-05-02,-33.6750930735372,-0.232284551750915,-0.346616027132856
"208",294,294,"VGBF009","2-Apr-14","2-May-14","S","F","S",3,29,1,"FREAKIN' AWESOME","VGB1404","VKUF061",NA,NA,NA,NA,NA,NA,NA,NA,"1-May-14",149,17.7,0.4,7.482764675,28.50732281,"9:33:00","9:49:00",NA,16,"4362",NA,1.801,NA,NA,NA,"DEBS",NA,NA,NA,43.31,NA,NA,NA,40.98,NA,NA,NA,35.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.42,NA,NA,NA,51.05,NA,NA,NA,4.77,"DEBS",NA,"YES",NA,NA,2014-05-02,-30.3715963323862,-0.208373747896458,-0.346616027132856
"209",295,295,"VGBM011","2-Apr-14","2-May-14","S","M","S",3,29,1,"FREAKIN' AWESOME","VGB1404","VKUF061",NA,NA,NA,NA,NA,NA,NA,NA,"1-May-14",154.5,17.7,0.4,7.482764675,28.50732281,"10:07:00","10:19:00",NA,12,"4363",NA,1.472,2.114,NA,68.94,"DEBS",NA,NA,NA,42.74,NA,NA,NA,39.95,NA,NA,NA,36.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.36,NA,NA,NA,52.32,NA,NA,NA,9.62,"DEBS",NA,"YES",NA,NA,2014-05-02,-10.5714145594494,-0.0650594661665135,-0.346616027132856
"210",296,296,"VEKF023","5-Nov-13","4-May-14","C","F","S",3,181,6,"EWOKS","VEK1303","VKUF005",NA,NA,NA,NA,NA,NA,NA,NA,"5-May-14",439,12.4,0.4,7.501032113,29.02138344,"7:50:00","8:12:00",NA,22,"4378",173.9472,0.926713948,3.004,NA,148.12,"DEBS",64.78,64.8,65.02,64.86666667,59.03,59.25,59.3,59.19333333,55.74,54.85,55.61,55.4,50.07,"50.3",50.04,50.13666667,38.79,38.21,38.02,38.34,39.75,41.1,40.27,40.04,70.7,70.85,"72.76",71.44,NA,NA,NA,NA,"DEBS",NA,"YES",NA,NA,2014-05-04,1.93661265532587,0.0254739923997235,-0.346616027132856
"211",297,297,"VEKF021","5-Nov-13","4-May-14","C","F","S",3,182,6,"EWOKS","VEK1303","VKUF005",NA,NA,NA,NA,NA,NA,NA,NA,"6-May-14",448,12.4,0.4,7.763833769,29.01542125,"7:55:00","8:01:00",NA,6,"4386",332.296,0.99,1.206,NA,NA,"DEBS",67.11,66.55,66.31,66.65666667,61.59,61.62,61.56,61.59,57.23,57.13,56.74,57.03333333,54.73,"54.7",54.5,54.64333333,41.15,40.09,39.84,40.36,38.19,39.34,38.18,38.23666667,72.67,73,"73.02",72.9,5.8,6.09,5.73,5.873333333,"DEBS",NA,"YES",NA,23,2014-05-04,-10.4613294742862,-0.064262667172935,-0.346616027132856
"212",298,298,"VEKF022","5-Nov-13","4-May-14","C","F","S",3,183,6,"EWOKS","VEK1303","VKUF005",NA,NA,NA,NA,NA,NA,NA,NA,"7-May-14",445.25,12.4,0.4,7.933295519,28.89084063,"7:56:00","8:03:00","8:11:00",7,"4408",394.5336,0.33,0.106,NA,113.24,"DEBS",64.7,64.83,64.85,64.79333333,58.97,59.02,58.92,58.97,56.58,56.65,56.6,56.61,52.53,NA,NA,52.53,41.25,41.39,41.24,41.29333333,38.21,40.61,38.53,38.78333333,73.1,72.15,"72.33",72.53,9.02,9.38,8.51,8.97,"DEBS",NA,"YES",NA,NA,2014-05-04,9.0632509600696,0.0770568041893334,-0.346616027132856
"213",299,299,"VWM186","16-Feb-14","17-May-14","S","M","S",3,89,3,"WHISKERS","VW1402","VWF176",NA,NA,NA,NA,NA,NA,NA,NA,"16-May-14",274.8,7.3,5.4,5.843331616,28.09952625,"8:15:00","8:25:00","8:36:00",10,"4530",102.346,0.149,0.082,NA,37.36,"DEBS",55.72,55.73,55.78,55.74333333,51.34,51.32,51.37,51.34333333,47.66,47.57,47.56,47.59666667,46.5,"46.62",46.54,46.55333333,36.72,36.74,36.89,36.78333333,32.9,33.77,33.09,32.92,63.9,63.58,"63.43",63.64,10.04,10.61,10.61,10.42,"DEBS",NA,"YES",NA,NA,2014-05-17,-57.0780234896206,-0.401675631157123,-0.262980218772709
"214",300,300,"VJXM075","21-Feb-14","22-May-14","S","M","S",3,88,3,"JAXX","VJX1402","VJXF052",NA,NA,NA,NA,NA,NA,NA,NA,"20-May-14",338,11,13.999998,5.344723936,27.49365219,"10:03:00","10:13:00","10:22:00",10,"4575",171.071,0.425,0.202,NA,131.84,"DEBS",60.19,60.11,59.97,60.09,55.98,55.92,56.26,56.05333333,47.9,47.3,47.08,47.42666667,47.57,"47.83",47.47,47.62333333,39.57,39.58,39.64,39.59666667,36.91,38,36.81,36.90666667,65.7,65.32,"64.8",65.27,NA,NA,NA,NA,"DEBS",NA,"YES",NA,NA,2014-05-22,-49.6370130480695,-0.347817384853874,-0.119126661847578
"215",301,301,"VJXF074","21-Feb-14","22-May-14","S","F","S",3,90,3,"JAXX","VJX1402","VJXF052",NA,NA,NA,NA,NA,NA,NA,NA,"22-May-14",311.75,11,13.999998,4.939312905,27.02428219,"8:43:00","8:52:00","8:54:00",9,"4585",309.3,0.346,0.107,NA,84.6,"DEBS",58.87,58.91,58.56,58.78,53.89,53.64,53.43,53.65333333,47.37,46.84,46.96,47.05666667,48.34,"48.2",48.28,48.27333333,40.06,39.96,40.13,40.05,34.38,35.43,34.54,34.45,64.66,64.9,"64.71",64.76,6.59,5.54,5.47,5.866666667,"DEBS",NA,"YES",0.978304174,NA,2014-05-22,-52.5524146257367,-0.368919144819977,-0.119126661847578
"216",302,302,"VJXM073","21-Feb-14","22-May-14","S","M","S",3,90,3,"JAXX","VJX1402","VJXF052",NA,NA,NA,NA,NA,NA,NA,NA,"22-May-14",331.75,11,13.999998,4.939312905,27.02428219,"9:18:00","9:27:00","9:24:00",9,"4586",164.335,0.27,0.322,NA,92.86,"DEBS",60.33,60.38,60.62,60.44333333,55.47,55.47,55.53,55.49,48.18,47.68,47.74,47.86666667,50.21,"50.15",50.18,50.18,39.69,40.12,39.92,39.91,35.23,36.39,35.72,35.44666667,65.15,64.88,"65.29",65.11,11.71,11.82,11.69,11.74,"DEBS",NA,"YES",1.017443831,NA,2014-05-22,-60.4195689015234,-0.425861832378235,-0.119126661847578
"217",305,305,"VBBM096","9-Mar-14","7-Jun-14","F","M","S",3,92,3,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"9-Jun-14",380.2,19.8,8.799998,3.560819802,24.09187406,"8:22:00","8:39:00","8:41:00",17,"4745",201.118,0.288,0.022,NA,127.9,"DEBS",63.4,63.3,63.08,63.26,59.24,59.29,59.24,59.25666667,50.08,49.36,49.21,49.55,48.34,"47.96",48.05,48.11666667,39.77,39.59,39.48,39.61333333,36.99,36.88,35.79,36.22,69.4,69.14,"69.09",69.21,14.34,14.21,13.62,14.05666667,"DEBS",NA,"YES",NA,NA,2014-06-07,-48.10173623014,-0.336705007354445,-0.206107902542132
"218",306,306,"VBBM097","9-Mar-14","7-Jun-14","F","M","S",3,92,3,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"9-Jun-14",364.8333333,19.8,8.799998,3.560819802,24.09187406,"8:55:00","9:06:00","9:22:00",11,"4746",255.384,0.126,0.022,NA,56.46,"DEBS",63.32,63.26,63.08,63.22,58.29,58.1,58.08,58.15666667,49.66,49.11,48.43,49.06666667,49.32,"49.25",49.14,49.23666667,40.17,40.15,40.23,40.18333333,36.71,36.05,35.39,35.71666667,67.32,66.68,"67.62",67.21,14.15,14.54,14.15,14.28,"DEBS",NA,"YES",NA,NA,2014-06-07,-62.9552833947196,-0.444215406372254,-0.206107902542132
"219",307,307,"VBBM098","9-Mar-14","7-Jun-14","F","M","S",3,93,3,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"10-Jun-14",360.8,19.8,8.799998,3.249035052,23.89174438,"8:31:00","8:45:00","8:47:00",14,"4760",203.322,NA,NA,NA,94,"DEBS",60.74,60.31,59.85,60.3,55.55,55.34,55.79,55.56,50.75,50.54,51.19,50.82666667,49.64,"49.56",49.56,49.58666667,41.48,41.63,41.58,41.56333333,36.8,36.78,36.04,36.20666667,67.71,68.32,"69.38",68.47,13.62,13.23,13.81,13.55333333,"DEBS",NA,"YES",1.098845386,NA,2014-06-07,-29.5308906090267,-0.20228869583627,-0.206107902542132
"220",308,308,"VBBM095","9-Mar-14","7-Jun-14","F","M","S",3,93,3,"BAOBAB","VBB1403","VBBF069",22,NA,NA,NA,NA,NA,NA,NA,"10-Jun-14",386.6,19.8,8.799998,3.249035052,23.89174438,"9:09:00","9:17:00","9:24:00",8,"4759",179.139,0.169,0.3552,NA,NA,"DEBS",65.18,65.39,65.83,65.46666667,61.32,61.17,60.94,61.14333333,51.49,51.51,51.65,51.55,51.76,"51.61",51.73,51.7,41.49,41.22,41.08,41.26333333,37.85,38.78,37.95,37.86,70.13,69.68,"69.59",69.8,14.1,14.34,13.94,14.12666667,"DEBS",NA,"YES",1.001448331,NA,2014-06-07,-70.0088306435947,-0.495269183009924,-0.206107902542132
"221",311,311,"VBBM091","15-Dec-13","13-Jun-14","C","M","S",3,183,6,"BAOBAB","VBB1304","VBBF069",NA,NA,NA,NA,NA,NA,NA,NA,"16-Jun-14",581.3333333,19.5,8.799998,2.653987573,23.38917813,"8:45:00","8:52:00","8:54:00",7,"4848",644.8782857,0.922,4.868571429,NA,138.22,"DEBS",68.02,67.26,67.15,67.47666667,60.76,60.71,60.32,60.59666667,60.35,59.47,59.52,59.78,55.72,"55.67",55.38,55.59,44.11,44.17,43.97,44.08333333,40.79,41.01,40.32,40.37333333,76.31,76.02,"75.67",76,18.59,18.6,17.76,18.31666667,"DEBS",NA,"YES",0.967808155,34,2014-06-13,98.9402460015277,0.727589063747572,-0.206107902542132
"222",312,312,"VBBM094","15-Dec-13","13-Jun-14","C","M","S",3,183,6,"BAOBAB","VBB1304","VBBF069",NA,NA,NA,NA,NA,NA,NA,NA,"16-Jun-14",587.3333333,19.5,8.799998,2.653987573,23.38917813,"8:20:00","8:26:00","8:28:00",6,"4852",NA,0.78,3.591428571,NA,NA,"DEBS",70.85,70.87,70.76,70.82666667,65.29,65.19,65.15,65.21,61.53,61.75,61.68,61.65333333,55.73,"55.95",55.55,55.74333333,45.31,45.25,45.45,45.33666667,40.19,41.04,39.54,39.92333333,75.35,75.73,"75.86",75.65,19.6,19.18,18.94,19.24,"DEBS",NA,"YES",1.063522462,NA,2014-06-13,61.966484910065,0.459971923943323,-0.206107902542132
"223",313,313,"VBBF093","15-Dec-13","13-Jun-14","C","F","S",3,184,6,"BAOBAB","VBB1304","VBBF069",NA,-1,"PP","VBB1404","16-Jun-14","Born","3","MMF","17-Jun-14",593.1666667,19.5,8.799998,2.671634839,23.52057875,"8:48:00","8:54:00","8:56:00",6,"4864",694.546,8.664,3.833,NA,NA,"DEBS",67.8,67.48,67.53,67.60333333,61.94,62.82,61.55,62.10333333,60.54,60.52,59.94,60.33333333,56.48,"56.14",56.35,56.32333333,44.59,44.37,44.35,44.43666667,40.16,40.19,39.82,39.72333333,75.33,75.23,"75.01",75.19,9.18,9.6,9.7,9.493333333,"DEBS",NA,"YES",1.079588433,30,2014-06-13,123.388734763863,0.904547924354893,-0.206107902542132
"224",316,316,"VBBM092","15-Dec-13","13-Jun-14","C","M","S",3,186,6,"DRIE DORING","VBB1304","VBBF069",10,NA,NA,NA,NA,NA,NA,NA,"19-Jun-14",569.3333333,8,8.799998,2.682366297,23.4348225,"9:17:00","9:23:00","9:33:00",6,"4894",744.833,NA,16.5504,NA,NA,"DEBS",68.06,67.74,67.73,67.84333333,62.61,62.42,62.83,62.62,60.06,60.1,60.22,60.12666667,52.36,"52.2",52.2,52.25333333,42.61,42.65,42.59,42.61666667,40.86,41.18,40.38,40.47333333,73.96,73.65,"73.96",73.86,18.94,18.61,18.13,18.56,"DEBS",NA,"YES",1.088659093,NA,2014-06-13,82.2366503456935,0.606687960859958,-0.206107902542132
"225",319,319,"VBBM090","27-Sep-13","24-Jun-14","S","M","S",3,273,9,"BAOBAB","VBB1303","VBBF083",NA,NA,NA,NA,NA,NA,NA,NA,"27-Jun-14",645,19.2,0.2,0.211506891,22.3856675,"8:26:00","8:38:00","8:43:00",12,"4937",120.36,0.59,2.102,NA,109.42,"DEBS",69.06,69.21,68.92,69.06333333,62.96,63.06,62.63,62.88333333,63.05,63.06,63.12,63.07666667,54.37,"54.42",54.3,54.36333333,43.31,43.4,43.75,43.48666667,41.7,42.7,41.38,41.59333333,79.42,78.99,"79.48",79.3,18.19,17.56,18.09,17.94666667,"DEBS",NA,"YES",1.044125185,16,2014-06-24,142.25317121537,1.04108925469678,-0.349961459467262
"226",320,320,"VBBM089","27-Sep-13","24-Jun-14","S","M","S",3,273,9,"BAOBAB","VBB1303","VBBF083",NA,NA,NA,NA,NA,NA,NA,NA,"27-Jun-14",688.6,19.2,0.2,0.211506891,22.3856675,"8:59:00","9:10:00","9:13:00",11,"4938",79.269,0.417,NA,NA,NA,"DEBS",77.24,77.36,77.33,77.31,66.05,65.82,65.68,65.85,65.44,65.39,65.23,65.35333333,55.51,"55.43",55.27,55.40333333,45.49,45.5,45.42,45.47,42.8,43.28,42.65,42.57666667,79.83,79.84,"79.69",79.79,19.44,19.57,19.86,19.62333333,"DEBS",NA,"YES",1.032557713,13,2014-06-24,80.065026953427,0.590969688663285,-0.349961459467262
"227",321,321,"VBBF088","27-Sep-13","24-Jun-14","S","F","S",3,274,9,"BAOBAB","VBB1303","VBBF083",NA,NA,NA,NA,NA,NA,NA,NA,"28-Jun-14",673.1666667,19.2,0.2,0.154033953,22.30558719,"8:47:00","8:58:00","9:00:00",11,"4939",193.66,0.363,0.08,2301.103,187.86,"DEBS",69.73,69.6,69.21,69.51333333,64.63,64.02,63.89,64.18,66.48,66.17,66.06,66.23666667,52.37,"52.17",52.32,52.28666667,41.71,41.44,41.38,41.51,41.21,42.49,41.3,41.33333333,78.77,78.71,"78.64",78.71,8.75,8.23,8.08,8.353333333,"DEBS",NA,"YES",1.073827058,9,2014-06-24,180.556293720534,1.31832835041784,-0.349961459467262
"228",322,322,"VVHF070","2-Jan-14","1-Jul-14","C","F","S",3,180,6,"VAN HELSING","VVH1401","VVHF035",NA,NA,NA,NA,NA,NA,NA,NA,"1-Jul-14",536.4,11.9,0.2,0.597314859,22.21453656,"9:27:00","9:36:00","9:37:00",9,"4954",460.195,1.454666667,0.468,NA,NA,"DEBS",65.84,64.63,64.47,64.98,58.86,58.54,58.48,58.62666667,58.5,58.27,58.44,58.40333333,49.67,"49.78",49.76,49.73666667,38.48,38.38,39.63,38.83,37.7,39.27,37.93,37.96666667,73.77,74.52,"74.13",74.14,7.17,7.23,7.04,7.146666667,"DEBS",NA,"YES",1.043399019,56,2014-07-01,97.9818081655514,0.720651863290479,-0.349961459467262
"229",323,323,"VVHF073","2-Jan-14","1-Jul-14","C","F","S",3,180,6,"VAN HELSING","VVH1401","VVHF035",NA,NA,NA,NA,NA,NA,NA,NA,"1-Jul-14",475,11.9,0.2,0.597314859,22.21453656,"8:29:00","8:41:00","8:48:00",12,"4955",97.1,0.349,NA,NA,NA,"DEBS",64.55,64.35,64.29,64.39666667,58.34,58.78,58.38,58.5,56.06,55.58,55.46,55.7,50.52,"50.45",50.42,50.46333333,39.84,39.76,39.86,39.82,38.4,39.5,38.69,38.53,73.21,73.82,"73.08",73.37,5.89,5.68,5.89,5.82,"DEBS",NA,"YES",1.074438644,NA,2014-07-01,43.5550667340508,0.326709552830567,-0.349961459467262
"230",324,324,"VVHF072","2-Jan-14","1-Jul-14","C","F","S",3,180,6,"VAN HELSING","VVH1401","VVHF035",NA,NA,NA,NA,NA,NA,NA,NA,"1-Jul-14",528.6,11.9,0.2,0.597314859,22.21453656,"9:02:00","9:11:00","9:14:00",9,"4956",219.981,0.502,0.107,NA,276.2,"DEBS",65.07,64.91,64.91,64.96333333,58.92,58.73,59.21,58.95333333,57.54,57.34,56.9,57.26,53.21,"53.17",53.41,53.26333333,42.36,42.33,42.3,42.33,38.79,39.74,38.92,38.81666667,74.22,73.94,"74.02",74.06,5.98,5.97,5.72,5.89,"DEBS",NA,"YES",1.059402249,64,2014-07-01,90.3810441656372,0.665637316164685,-0.349961459467262
"231",325,325,"VVHM071","2-Jan-14","1-Jul-14","C","M","S",3,181,6,"VAN HELSING","VVH1401","VVHF035",NA,NA,NA,NA,NA,NA,NA,NA,"2-Jul-14",514.4,11.9,0.2,0.662418984,22.11180063,"9:01:00","9:10:00","9:11:00",9,"4969",373.063,2.532,15.692,NA,222.42,"DEBS",64.02,63.51,63.52,63.68333333,58.16,58.45,58.6,58.40333333,56.48,56.5,56.16,56.38,51.15,"51.12",51.11,51.12666667,40.48,40.19,40.33,40.33333333,38.83,40.57,39.38,39.26,75.3,74.83,"74.43",74.85,14.32,13.67,13.69,13.89333333,"DEBS",NA,"YES",1.083406022,62,2014-07-01,80.6677487294201,0.595332206108832,-0.349961459467262
"232",326,326,"VGBF010","2-Apr-14","1-Jul-14","S","F","S",3,92,3,"FREAKIN' AWESOME","VGB1404","VKUF061",NA,NA,NA,NA,NA,NA,NA,NA,"3-Jul-14",279.7142857,19.9,0.2,0.791530297,22.15887563,"9:01:00","9:19:00","9:21:00",18,"4977",406.758,0.26,0.022,NA,NA,"DEBS",59.86,59.62,55.67,58.38333333,55.77,55.71,55.95,55.81,46.22,47.04,46.96,46.74,47.83,"47.81",47.87,47.83666667,37.96,37.79,37.84,37.86333333,33.12,33.55,33.32,32.99666667,61.38,61.55,"61.59",61.51,4.56,4.79,4.8,4.716666667,"DEBS",NA,"YES",NA,NA,2014-07-01,-79.8463130322138,-0.56647316177758,-0.349961459467262
"233",327,327,"VGBF009","2-Apr-14","1-Jul-14","S","F","S",3,93,3,"FREAKIN' AWESOME","VGB1404","VKUF061",NA,NA,NA,NA,NA,NA,NA,NA,"4-Jul-14",298.875,19.9,0.2,0.966238656,22.24048219,"8:44:00","8:55:00","8:59:00",11,"4993",97.852,0.557,0.07,NA,72.24,"DEBS",61.05,60.86,60.68,60.86333333,56.04,56.31,56.71,56.35333333,47.68,47.19,46.86,47.24333333,49.81,"48.51",48.6,48.97333333,38.4,38.77,38.61,38.59333333,35.32,35.45,34.94,34.90333333,61.92,61.84,"62.14",61.97,6.26,6.34,6.26,6.286666667,"DEBS",NA,"YES",1.092041309,NA,2014-07-01,-90.3319096156986,-0.642368209616285,-0.349961459467262
"234",328,328,"VGBM011","2-Apr-14","1-Jul-14","S","M","S",3,93,3,"FREAKIN' AWESOME","VGB1404","VKUF061",NA,NA,NA,NA,NA,NA,NA,NA,"4-Jul-14",319.25,19.9,0.2,0.966238656,22.24048219,"9:10:00","9:20:00","9:33:00",10,"4992",174.799,0.099,0.05,NA,61.68,"DEBS",61.52,61.6,61.4,61.50666667,57.35,57.08,56.47,56.96666667,48.43,48.29,48.68,48.46666667,47.13,"47.3",46.99,47.14,37.62,37.29,37.54,37.48333333,34.89,35.07,33.66,34.20666667,64.47,64.76,"64.2",64.48,11.32,11.4,11.87,11.53,"DEBS",NA,"YES",1.008755627,NA,2014-07-01,-86.5599966369703,-0.615066995642929,-0.349961459467262
"235",329,329,"VKUF077","6-Jan-14","5-Jul-14","C","F","S",3,182,6,"KUNGFU","VKU1402","VKUF069",NA,NA,NA,NA,NA,NA,NA,NA,"7-Jul-14",485.3333333,8.7,0.2,0.510413928,21.80674,"9:16:00","9:25:00","9:27:00",9,"5002",212.6664,2.616,0.146666667,NA,NA,"DEBS",66.13,65.98,66.16,66.09,61.91,61.59,61.53,61.67666667,57.88,57.65,57.6,57.71,51.28,"51.37",51.24,51.29666667,41.33,41.25,41.04,41.20666667,39.8,40.51,39.17,39.49333333,71.49,71.44,"71.86",71.6,7.24,7.18,6.93,7.116666667,"DEBS",NA,"YES",1.081478626,NA,2014-07-05,33.6460265136691,0.254987636430882,-0.349961459467262
"236",330,330,"VKUM070","6-Jan-14","5-Jul-14","C","M","S",3,182,6,"KUNGFU","VKU1402","VKUF069",NA,NA,NA,NA,NA,NA,NA,NA,"7-Jul-14",507,8.7,0.2,0.510413928,21.80674,"8:52:00","9:02:00","9:04:00",10,"5001",333.0276,1.091,5.584,NA,190.62,"DEBS",66.26,65.92,66.05,66.07666667,60.8,61.11,60.97,60.96,58.75,58.29,58.3,58.44666667,53.69,"53.51",53.56,53.58666667,43.57,43.47,43.22,43.42,39.87,39.89,38.88,39.21333333,71.39,71.55,"71.28",71.41,17.34,17.65,17.55,17.51333333,"DEBS",NA,"YES",1.059085398,NA,2014-07-05,42.5660964412434,0.319551357578053,-0.349961459467262
